"","upc","descrip.X1","descrip.X2","descrip.X3","descrip.X4","descrip.X5","descrip.X6","price","q","sales","volsales","unit","descrip1"
"300", 5230000349,AUGSBURGER,OKTOBERFE,AUGSBURGER,OKTOBERFE,AUGSBURGER,OKTOBERFE,0.66908205,3.796738e+03,2.506890e+03,1.347842e+06,"Oz","AUGSBURGER OKTOBERFE"
"301", 5230000350,OLD,MILWAUKEE,LONGNE,OLD,MILWAUKEE,LONGNE,0.51961714,1.079641e+02,5.632000e+01,3.832726e+04,"Oz","OLD MILWAUKEE LONGNE"
"302", 5230000540,OLD,MILWAUKEE,LIGHT,OLD,MILWAUKEE,LIGHT,0.43099681,4.207001e+04,1.799519e+04,1.493485e+07,"Oz","OLD MILWAUKEE LIGHT"
"303", 5230000548,SCHLITZ,ICE,CAN,SCHLITZ,ICE,CAN,0.37668771,2.957017e+03,1.117570e+03,1.049741e+06,"Oz","SCHLITZ ICE CAN"
"304", 5230000966,OLD,MILWAUKEE,LIGHT,OLD,MILWAUKEE,LIGHT,0.34666091,4.150620e+05,1.411276e+05,1.473470e+08,"Oz","OLD MILWAUKEE LIGHT"
"305", 5230001300,OLD,MILWAUKEE,N.A.,B,OLD,MILWAUKEE,0.55140328,1.941554e+04,1.065028e+04,6.892518e+06,"Oz","OLD MILWAUKEE N.A. B"
"306", 5230001301,OLD,MILWAUKEE,N.A.,B,OLD,MILWAUKEE,0.48678482,2.126893e+04,1.031118e+04,7.550469e+06,"Oz","OLD MILWAUKEE N.A. B"
"307", 5230001966,SCHLITZ,REGULAR,SCHLITZ,REGULAR,SCHLITZ,REGULAR,0.33302736,2.831059e+03,9.428200e+02,1.005026e+06,"Oz","SCHLITZ REGULAR"
"308", 5230002330,OLD,MILWAUKEE,LONGNE,OLD,MILWAUKEE,LONGNE,0.52134812,5.158285e+02,2.690000e+02,1.831191e+05,"Oz","OLD MILWAUKEE LONGNE"
"309", 5230002540,OLD,MILWAUKEE,BEER,OLD,MILWAUKEE,BEER,0.43202916,1.360708e+05,5.837340e+04,4.830512e+07,"Oz","OLD MILWAUKEE BEER"
"310", 5230002546,OLD,MILWAUKEE,N/A,BE,OLD,MILWAUKEE,0.37388933,5.131893e+04,1.912406e+04,1.821822e+07,"Oz","OLD MILWAUKEE N/A BE"
"311", 5230002553,OLD,MILWAUKEE,OLD,MILWAUKEE,OLD,MILWAUKEE,0.29941502,2.459182e+04,7.366700e+03,8.730097e+06,"Oz","OLD MILWAUKEE"
"312", 5230002554,OLD,MILWAUKEE,LIGHT,OLD,MILWAUKEE,LIGHT,0.29959959,1.313563e+04,3.935430e+03,4.663149e+06,"Oz","OLD MILWAUKEE LIGHT"
"313", 5230002966,OLD,MILWAUKEE,BEER,OLD,MILWAUKEE,BEER,0.34799933,8.338667e+05,2.822803e+05,2.960227e+08,"Oz","OLD MILWAUKEE BEER"
"314", 6206701171,LABATTS,'50',ALE,NR,LABATTS,'50',0.81442910,5.716099e+03,4.474820e+03,2.029215e+06,"Oz","LABATTS '50' ALE NR"
"315", 6206704971,LABATTS,BLUE,LIGHT,N,LABATTS,BLUE,0.83095270,1.298568e+04,1.048704e+04,4.609917e+06,"Oz","LABATTS BLUE LIGHT N"
"316", 6206704972,LABATTS,BLUE,LIGHT,N,LABATTS,BLUE,0.99866527,1.799402e+01,1.797000e+01,6.387876e+03,"Oz","LABATTS BLUE LIGHT N"
"317", 6206705155,LABATT,BLUE,LABATT,BLUE,LABATT,BLUE,0.88535100,2.188272e+04,1.779881e+04,7.768367e+06,"Oz","LABATT BLUE"
"318", 6206705171,LABATTS,BLUE,REG,NR,LABATTS,BLUE,0.84910035,9.018601e+04,7.343268e+04,3.201603e+07,"Oz","LABATTS BLUE REG NR"
"319", 6206705172,end,end,end,end,end,end,0.90799826,2.935424e+04,2.570285e+04,1.042076e+07,"Oz","end"
"320", 6206738072,LABATTS,BLUE,NR,BTLS,LABATTS,BLUE,0.85949177,1.287172e+04,1.077960e+04,4.569461e+06,"Oz","LABATTS BLUE NR BTLS"
"321", 6227405870,MURPHY'S,IRISH,STOUT,MURPHY'S,IRISH,STOUT,1.20644130,4.965016e+00,5.990000e+00,1.762581e+03,"Oz","MURPHY'S IRISH STOUT"
"322", 6810940359,TENNENTS,LAGERNR,BTL,TENNENTS,LAGERNR,BTL,1.16538740,5.998005e+00,6.990000e+00,2.129292e+03,"Oz","TENNENTS LAGERNR BTL"
"323", 6821301112,MOLSON,EXPORT,ALE,NR,MOLSON,EXPORT,0.91285247,9.134962e+03,8.233270e+03,3.242912e+06,"Oz","MOLSON EXPORT ALE NR"
"324", 6821302112,MOLSON,GOLDEN,NR,BTL,MOLSON,GOLDEN,0.85864180,3.737837e+05,2.938877e+05,1.326932e+08,"Oz","MOLSON GOLDEN NR BTL"
"325", 6821302117,MOLSON,GOLDEN,N.R.'S,MOLSON,GOLDEN,N.R.'S,0.77256787,2.303474e+05,1.631679e+05,8.177333e+07,"Oz","MOLSON GOLDEN N.R.'S"
"326", 6821303111,MOLSON,EXPORT,ALE,NR,MOLSON,EXPORT,0.99866527,3.598803e+01,3.594000e+01,1.277575e+04,"Oz","MOLSON EXPORT ALE NR"
"327", 6821303112,MOLSON,CANADIAN,BEER,MOLSON,CANADIAN,BEER,0.80098546,3.105767e+04,2.318768e+04,1.102547e+07,"Oz","MOLSON CANADIAN BEER"
"328", 6821306112,MOLSON,LIGHT,NR,BTL,MOLSON,LIGHT,0.82687283,1.084679e+05,8.486621e+04,3.850612e+07,"Oz","MOLSON LIGHT NR BTL"
"329", 6821309112,MOLSON,ICE,MOLSON,ICE,MOLSON,ICE,0.89452755,1.314043e+05,1.095116e+05,4.664853e+07,"Oz","MOLSON ICE"
"330", 6821309117,MOLSON,ICE,N.R.,MOLSON,ICE,N.R.,0.74580222,1.155576e+05,8.235031e+04,4.102294e+07,"Oz","MOLSON ICE N.R."
"331", 6821309451,MOLSON,ICE,BIG,CAN,MOLSON,ICE,1.07660780,3.998670e+01,4.320000e+01,1.419528e+04,"Oz","MOLSON ICE BIG CAN"
"332", 7031000030,MICHEAL,SHEAS,VARIET,MICHEAL,SHEAS,VARIET,0.83277678,7.197607e+01,5.994000e+01,2.555150e+04,"Oz","MICHEAL SHEAS VARIET"
"333", 7031033006,MICHAEL,SHEA'S,IRS,A,MICHAEL,SHEA'S,0.80545717,3.442855e+04,2.727371e+04,1.222214e+07,"Oz","MICHAEL SHEA'S IRS A"
"334", 7031037037,JW,DUNDEE,HONEY,BROW,JW,DUNDEE,0.83194321,2.399202e+02,1.996000e+02,8.517168e+04,"Oz","JW DUNDEE HONEY BROW"
"335", 7089701123,FOSTERS,LAGER,6PK,NR,FOSTERS,LAGER,1.01857790,8.283246e+04,8.261638e+04,2.940552e+07,"Oz","FOSTERS LAGER 6PK NR"
"336", 7089701331,FOSTER'S,LAGER,FOSTER'S,LAGER,FOSTER'S,LAGER,1.07921110,7.077230e+04,7.602735e+04,2.512417e+07,"Oz","FOSTER'S LAGER"
"337", 7089713123,JOHN,COURAGE,AMBER,B,JOHN,COURAGE,1.09929050,1.583473e+03,1.730360e+03,5.621331e+05,"Oz","JOHN COURAGE AMBER B"
"338", 7089716123,FOSTERS,LAGER,6PK,NR,FOSTERS,LAGER,1.04056510,5.878045e+02,6.118200e+02,2.086706e+05,"Oz","FOSTERS LAGER 6PK NR"
"339", 7089718331,FOSTER'S,LAGER,FOSTER'S,LAGER,FOSTER'S,LAGER,1.12081400,4.956685e+02,5.488700e+02,1.759623e+05,"Oz","FOSTER'S LAGER"
"340", 7125000018,COLT,45,QT,COLT,45,QT,0.37137344,4.874646e+04,1.810314e+04,1.730499e+07,"Oz","COLT 45 QT"
"341", 7125000019,COLT,45,BEER,NR,BTL.,COLT,0.54754722,1.830391e+04,1.006963e+04,6.497889e+06,"Oz","COLT 45 BEER NR BTL."
"342", 7143922033,ROLLING,ROCK,KING,SI,ROLLING,ROCK,1.03450940,1.785073e+03,1.834760e+03,6.337010e+05,"Oz","ROLLING ROCK KING SI"
"343", 7143934500,ROLLING,ROCK,PREM,BE,ROLLING,ROCK,0.68673182,3.173245e+05,2.106819e+05,1.126502e+08,"Oz","ROLLING ROCK PREM BE"
"344", 7143934512,ROLLING,ROCK,NR,ROLLING,ROCK,NR,0.73731500,1.091637e+03,8.040900e+02,3.875311e+05,"Oz","ROLLING ROCK NR"
"345", 7143934806,ROLLING,ROCK,PREM,BE,ROLLING,ROCK,0.70056695,9.805539e+04,6.627157e+04,3.480967e+07,"Oz","ROLLING ROCK PREM BE"
"346", 7199000007,COORS,BEER,COORS,BEER,COORS,BEER,0.63497955,9.938695e+03,6.318780e+03,3.528237e+06,"Oz","COORS BEER"
"347", 7199000021,COORS,BEER,N.R.BTLS,COORS,BEER,N.R.BTLS,0.63387740,2.519162e+02,1.591800e+02,8.943026e+04,"Oz","COORS BEER N.R.BTLS"
"348", 7199000025,COORS,LIGHT,BEER,N.R,COORS,LIGHT,0.64060974,2.819063e+02,1.806300e+02,1.000767e+05,"Oz","COORS LIGHT BEER N.R"
"349", 7199000027,COORS,BEER,COORS,BEER,COORS,BEER,0.62307131,6.537826e+04,4.051885e+04,2.320928e+07,"Oz","COORS BEER"
"350", 7199000028,COORS,LIGHT,BEER,COORS,LIGHT,BEER,0.62487662,1.257362e+05,7.801155e+04,4.463635e+07,"Oz","COORS LIGHT BEER"
"351", 7199000041,COORS,BEER,N.R.BTLS,COORS,BEER,N.R.BTLS,0.59194750,2.771079e+03,1.555270e+03,9.837329e+05,"Oz","COORS BEER N.R.BTLS"
"352", 7199000047,COORS,BEER,COORS,BEER,COORS,BEER,0.54329008,3.692972e+05,1.857979e+05,1.311005e+08,"Oz","COORS BEER"
"353", 7199000048,COORS,LIGHT,BEER,COORS,LIGHT,BEER,0.55705023,7.313368e+05,3.783908e+05,2.596246e+08,"Oz","COORS LIGHT BEER"
"354", 7199009001,COORS,WINTERFEST,BEE,COORS,WINTERFEST,BEE,0.83154064,1.070644e+04,8.897900e+03,3.800786e+06,"Oz","COORS WINTERFEST BEE"
"355", 7199009501,BLUE,MOON,HONEY,BLON,BLUE,MOON,1.01225670,1.499501e+03,1.513000e+03,5.323230e+05,"Oz","BLUE MOON HONEY BLON"
"356", 7199009511,BLUE,MOON,BELGIAN,WH,BLUE,MOON,1.02933780,2.531158e+03,2.558770e+03,8.985612e+05,"Oz","BLUE MOON BELGIAN WH"
"357", 7199009521,BLUE,MOON,NUT,BROWN,BLUE,MOON,1.00924100,1.133623e+03,1.136610e+03,4.024362e+05,"Oz","BLUE MOON NUT BROWN"
"358", 7199009532,BLUE,MOON,HARVEST,PU,BLUE,MOON,1.06417390,1.145619e+03,1.215550e+03,4.066948e+05,"Oz","BLUE MOON HARVEST PU"
"359", 7199009541,BLUE,MOON,RASPBERRY,BLUE,MOON,RASPBERRY,1.03543950,4.306568e+03,4.449300e+03,1.528832e+06,"Oz","BLUE MOON RASPBERRY"
"360", 7199009561,BLUE,MOON,ABBEY,ALE,BLUE,MOON,0.99866527,2.999003e+01,2.995000e+01,1.064646e+04,"Oz","BLUE MOON ABBEY ALE"
"361", 7199010001,COORS,BEER,COORS,BEER,COORS,BEER,0.63956130,1.690105e+04,1.055553e+04,5.999872e+06,"Oz","COORS BEER"
"362", 7199010005,COORS,REG,BEER,PARTY,COORS,REG,0.43872246,7.378713e+03,3.211020e+03,2.619443e+06,"Oz","COORS REG BEER PARTY"
"363", 7199010006,COORS,REGULAR,LONGNE,COORS,REGULAR,LONGNE,0.61695516,1.404793e+05,8.156974e+04,4.987015e+07,"Oz","COORS REGULAR LONGNE"
"364", 7199011600,COORS,BEER,COORS,BEER,COORS,BEER,0.46891445,6.755913e+05,3.069427e+05,2.398349e+08,"Oz","COORS BEER"
"365", 7199030001,COORS,LIGHT,BEER,COORS,LIGHT,BEER,0.64622825,7.418866e+03,4.756470e+03,2.633698e+06,"Oz","COORS LIGHT BEER"
"366", 7199030004,COORS,LIGHT,BEER,PAR,COORS,LIGHT,0.44837898,8.535079e+03,3.814450e+03,3.029953e+06,"Oz","COORS LIGHT BEER PAR"
"367", 7199030005,COORS,LIGHT,LONGNECK,COORS,LIGHT,LONGNECK,0.62584764,2.496070e+05,1.491481e+05,8.861049e+07,"Oz","COORS LIGHT LONGNECK"
"368", 7199031600,COORS,LIGHT,BEER,COORS,LIGHT,BEER,0.47291827,1.265003e+06,5.818945e+05,4.490762e+08,"Oz","COORS LIGHT BEER"
"369", 7199036400,COORS,LIGHT,BEER,N.R,COORS,LIGHT,0.60483843,1.273976e+04,7.477390e+03,4.522616e+06,"Oz","COORS LIGHT BEER N.R"
"370", 7199038006,COORS,RED,LIGHT,LNNR,COORS,RED,0.66522110,1.559481e+02,1.037400e+02,5.536159e+04,"Oz","COORS RED LIGHT LNNR"
"371", 7199038011,COORS,RED,LIGHT,NR,B,COORS,0.66605473,2.399202e+01,1.598000e+01,8.517168e+03,"Oz","COORS RED LIGHT NR B"
"372", 7199047006,KEYSTONE,REGULAR,BEE,KEYSTONE,REGULAR,BEE,0.35003322,1.352430e+05,4.672744e+04,4.801128e+07,"Oz","KEYSTONE REGULAR BEE"
"373", 7199047506,KEYSTONE,DRY,BEER,KEYSTONE,DRY,BEER,0.35023871,6.549822e+03,2.271770e+03,2.325187e+06,"Oz","KEYSTONE DRY BEER"
"374", 7199048006,KEYSTONE,LIGHT,BEER,KEYSTONE,LIGHT,BEER,0.35069188,1.872337e+05,6.483405e+04,6.646798e+07,"Oz","KEYSTONE LIGHT BEER"
"375", 7199066200,HERMAN,JOSEPHS,SPECI,HERMAN,JOSEPHS,SPECI,0.83194321,5.998005e+00,4.990000e+00,2.129292e+03,"Oz","HERMAN JOSEPHS SPECI"
"376", 7199070002,KILLIAN'S,IRISH,RED,KILLIAN'S,IRISH,RED,0.83000481,5.626549e+05,4.454682e+05,1.997425e+08,"Oz","KILLIAN'S IRISH RED"
"377", 7199070012,KILLIAN'S,IRISH,RED,KILLIAN'S,IRISH,RED,0.95780683,1.997336e+03,1.897390e+03,7.090542e+05,"Oz","KILLIAN'S IRISH RED"
"378", 7199070015,KILLIAN'S,IRISH,RED,KILLIAN'S,IRISH,RED,0.93906218,1.659448e+02,1.533700e+02,5.891041e+04,"Oz","KILLIAN'S IRISH RED"
"379", 7199076400,KILLIAN'S,RED,NR,12O,KILLIAN'S,RED,0.83109409,3.704368e+04,2.979797e+04,1.315051e+07,"Oz","KILLIAN'S RED NR 12O"
"380", 7199076502,KILLIAN'S,IRISH,BRWN,KILLIAN'S,IRISH,BRWN,0.81886375,8.037327e+02,6.518500e+02,2.853251e+05,"Oz","KILLIAN'S IRISH BRWN"
"381", 7199076601,KILLIAN'S,WILDE,HONE,KILLIAN'S,WILDE,HONE,0.82504833,1.927759e+04,1.550064e+04,6.843544e+06,"Oz","KILLIAN'S WILDE HONE"
"382", 7199077005,COORS,CUTTER,NON-ALC,COORS,CUTTER,NON-ALC,0.60354680,2.612791e+05,1.502457e+05,9.275409e+07,"Oz","COORS CUTTER NON-ALC"
"383", 7199077603,ZIMA,CLEARMALT,L.N.N,ZIMA,CLEARMALT,L.N.N,0.80906224,3.666461e+05,2.950564e+05,1.301594e+08,"Oz","ZIMA CLEARMALT L.N.N"
"384", 7199077609,ZIMA,CLEARMALT,ZIMA,CLEARMALT,ZIMA,CLEARMALT,1.08579560,6.174447e+03,6.703940e+03,2.191929e+06,"Oz","ZIMA CLEARMALT"
"385", 7199077803,ZIMA,GOLD,LNNR,ZIMA,GOLD,LNNR,0.81814396,8.703106e+03,7.159970e+03,3.089603e+06,"Oz","ZIMA GOLD LNNR"
"386", 7199077807,ZIMA,GOLD,BIG,BOTTLE,ZIMA,GOLD,1.08581540,5.498172e+01,5.970000e+01,1.951851e+04,"Oz","ZIMA GOLD BIG BOTTLE"
"387", 7199080003,CASTLEMAINE,XXXX,CASTLEMAINE,XXXX,CASTLEMAINE,XXXX,0.99866527,5.098305e+02,5.091500e+02,1.809898e+05,"Oz","CASTLEMAINE XXXX"
"388", 7199084001,COORS,ARTIC,ICE,NR,B,COORS,0.64847422,1.841388e+03,1.109420e+03,6.536926e+05,"Oz","COORS ARTIC ICE NR B"
"389", 7199084004,COORS,ARTIC,ICE,CANS,COORS,ARTIC,0.64000440,1.079641e+02,6.921000e+01,3.832726e+04,"Oz","COORS ARTIC ICE CANS"
"390", 7199084009,COORS,ARTIC,ICE,CANS,COORS,ARTIC,0.53265512,5.758085e+02,3.057600e+02,2.044120e+05,"Oz","COORS ARTIC ICE CANS"
"391", 7199090002,COORS,EXTRA,GOLD,BEE,COORS,EXTRA,0.46176660,1.011744e+05,4.591505e+04,3.591690e+07,"Oz","COORS EXTRA GOLD BEE"
"392", 7199090014,COORS,EXTRA,GOLD,BEE,COORS,EXTRA,0.63116497,1.219395e+04,7.671250e+03,4.328851e+06,"Oz","COORS EXTRA GOLD BEE"
"393", 7199091200,COORS,EXTRA,GOLD,BEE,COORS,EXTRA,0.61385059,1.306965e+04,8.007260e+03,4.639727e+06,"Oz","COORS EXTRA GOLD BEE"
"394", 7199091400,COORS,EXTRA,GOLD,BEE,COORS,EXTRA,0.52546310,5.825263e+04,2.914765e+04,2.067968e+07,"Oz","COORS EXTRA GOLD BEE"
"395", 7204000002,STROHS,LIGHT,BEER,STROHS,LIGHT,BEER,0.50706637,7.759620e+04,3.923932e+04,2.754665e+07,"Oz","STROHS LIGHT BEER"
"396", 7204000006,STROHS,BEER,N.R.BTLS,STROHS,BEER,N.R.BTLS,0.59007770,1.561081e+04,9.194980e+03,5.541837e+06,"Oz","STROHS BEER N.R.BTLS"
"397", 7204000007,STROHS,BEER,STROHS,BEER,STROHS,BEER,0.54606164,1.271577e+03,6.841100e+02,4.514099e+05,"Oz","STROHS BEER"
"398", 7204000009,STROHS,BEER,STROHS,BEER,STROHS,BEER,0.50766581,1.497342e+05,7.576325e+04,5.315565e+07,"Oz","STROHS BEER"
"399", 7204001110,STROH'S,BEER,STROH'S,BEER,STROH'S,BEER,0.40215671,4.544089e+04,1.824004e+04,1.613152e+07,"Oz","STROH'S BEER"
"400", 7204001111,STROHS,BEER,STROHS,BEER,STROHS,BEER,0.03682057,4.198604e+03,1.518200e+02,1.490504e+06,"Oz","STROHS BEER"
"401", 7204001112,STROH'S,LIGHT,STROH'S,LIGHT,STROH'S,LIGHT,0.40113282,1.552284e+04,6.217000e+03,5.510608e+06,"Oz","STROH'S LIGHT"
"402", 7204001113,STROHS,BEER,STROHS,BEER,STROHS,BEER,0.03850658,1.601513e+07,5.967622e+05,5.685369e+09,"Oz","STROHS BEER"
"403", 7204001122,STROHS,REG,LONGNECK,STROHS,REG,LONGNECK,0.50753492,1.460814e+05,7.294262e+04,5.185891e+07,"Oz","STROHS REG LONGNECK"
"404", 7204001123,STROHS,LIGHT,LONGNEC,STROHS,LIGHT,LONGNEC,0.50123143,5.050321e+04,2.501356e+04,1.792864e+07,"Oz","STROHS LIGHT LONGNEC"
"405", 7204001151,STROHS,BEER,N.R.BTLS,STROHS,BEER,N.R.BTLS,0.66638225,2.155283e+03,1.437980e+03,7.651256e+05,"Oz","STROHS BEER N.R.BTLS"
"406", 7204004441,STROHS,LIGHT,BEER,STROHS,LIGHT,BEER,0.03831644,5.548155e+03,2.083300e+02,1.969595e+06,"Oz","STROHS LIGHT BEER"
"407", 7204004443,STROHS,LIGHT,BEER,STROHS,LIGHT,BEER,0.03839734,8.135695e+06,3.033768e+05,2.888172e+09,"Oz","STROHS LIGHT BEER"
"408", 7204004456,STROHS,NONALCOHOLIC,STROHS,NONALCOHOLIC,STROHS,NONALCOHOLIC,0.62982160,3.799736e+04,2.381638e+04,1.348906e+07,"Oz","STROHS NONALCOHOLIC"
"409", 7204031232,STROH'S,STROH'S,STROH'S,STROH'S,STROH'S,STROH'S,0.36081582,5.604237e+05,1.969738e+05,1.989504e+08,"Oz","STROH'S"
"410", 7204031310,STROHS,BEER,STROHS,BEER,STROHS,BEER,0.40933552,6.517193e+05,2.587055e+05,2.313604e+08,"Oz","STROHS BEER"
"411", 7204031313,STROH'S,DRAFT,LIGHT,STROH'S,DRAFT,LIGHT,0.37687528,2.399202e+02,9.042000e+01,8.517168e+04,"Oz","STROH'S DRAFT LIGHT"
"412", 7204031373,STROH'S,STROH'S,STROH'S,STROH'S,STROH'S,STROH'S,0.37741673,8.097308e+03,3.036280e+03,2.874544e+06,"Oz","STROH'S"
"413", 7204031374,STROHS,LIGHT,BEER,STROHS,LIGHT,BEER,0.36441252,1.010664e+04,3.662580e+03,3.587857e+06,"Oz","STROHS LIGHT BEER"
"414", 7204061321,STROHS,LIGHT,BEER,STROHS,LIGHT,BEER,0.40426067,2.742048e+05,1.083250e+05,9.734271e+07,"Oz","STROHS LIGHT BEER"
"415", 7204061328,STROHS,LIGHT,BEER,STROHS,LIGHT,BEER,0.35926732,2.633724e+05,9.253094e+04,9.349721e+07,"Oz","STROHS LIGHT BEER"
"416", 7231111201,WHITBREAD,ALE,NR,BTL,WHITBREAD,ALE,1.24791480,4.798404e+01,5.988000e+01,1.703434e+04,"Oz","WHITBREAD ALE NR BTL"
"417", 7231113001,PILSNER,URQUELL,NR,B,PILSNER,URQUELL,1.20758890,4.618464e+02,5.616300e+02,1.639555e+05,"Oz","PILSNER URQUELL NR B"
"418", 7231113003,FOSTER'S,LAGER,FOSTER'S,LAGER,FOSTER'S,LAGER,1.10159490,4.398746e+04,4.596100e+04,1.561555e+07,"Oz","FOSTER'S LAGER"
"419", 7231133140,DOS,EQUIS,AMBER,LNNR,DOS,EQUIS,1.04932390,1.415529e+03,1.459820e+03,5.025129e+05,"Oz","DOS EQUIS AMBER LNNR"
"420", 7231163001,PILSNER,URQUELL,NR,B,PILSNER,URQUELL,1.24154250,3.609000e+04,4.425945e+04,1.281195e+07,"Oz","PILSNER URQUELL NR B"
"421", 7231163006,FOSTERS,LAGER,6PK,NR,FOSTERS,LAGER,1.04534750,2.879043e+02,3.011200e+02,1.022060e+05,"Oz","FOSTERS LAGER 6PK NR"
"422", 7231163009,MOOSEHEAD,BEER,NR,BT,MOOSEHEAD,BEER,0.85786837,4.606768e+05,3.692618e+05,1.635403e+08,"Oz","MOOSEHEAD BEER NR BT"
"423", 7231163011,DOS,EQUIS,BEER,DOS,EQUIS,BEER,0.96615708,1.435323e+05,1.343525e+05,5.095396e+07,"Oz","DOS EQUIS BEER"
"424", 7231163012,DOS,EQUIS,BEER,DOS,EQUIS,BEER,0.98951334,1.677042e+04,1.619464e+04,5.953500e+06,"Oz","DOS EQUIS BEER"
"425", 7231163018,MACKESON,STOUT,NR,BT,MACKESON,STOUT,1.24791480,5.598138e+01,6.986000e+01,1.987339e+04,"Oz","MACKESON STOUT NR BT"
"426", 7231163029,CLAUSTHALER,GERMAN,N,CLAUSTHALER,GERMAN,N,0.97324127,6.153354e+04,5.902251e+04,2.184441e+07,"Oz","CLAUSTHALER GERMAN N"
"427", 7231163050,MOOSEHEAD,LIGHT,NR,B,MOOSEHEAD,LIGHT,0.81200904,4.738424e+04,3.707499e+04,1.682141e+07,"Oz","MOOSEHEAD LIGHT NR B"
"428", 7231163075,MOOSEHEAD,ICE,NR,MOOSEHEAD,ICE,NR,0.84352130,2.083707e+04,1.697861e+04,7.397160e+06,"Oz","MOOSEHEAD ICE NR"
"429", 7231193040,MOOSEHEAD,BEER,NR,BT,MOOSEHEAD,BEER,0.76424658,1.283813e+05,9.394694e+04,4.557537e+07,"Oz","MOOSEHEAD BEER NR BT"
"430", 7231195220,DOS,EQUIS,AMBER,DOS,EQUIS,AMBER,1.17225280,2.822395e+02,3.288600e+02,1.001950e+05,"Oz","DOS EQUIS AMBER"
"431", 7248001103,SCHAEFER,BEER,CANS,SCHAEFER,BEER,CANS,0.37032047,6.477846e+02,2.407300e+02,2.299635e+05,"Oz","SCHAEFER BEER CANS"
"432", 7250900006,STEINLAGERS,ALE,STEINLAGERS,ALE,STEINLAGERS,ALE,1.17431890,4.078644e+02,4.788200e+02,1.447919e+05,"Oz","STEINLAGERS ALE"
"433", 7250904006,STEINLAGERS,ALE,STEINLAGERS,ALE,STEINLAGERS,ALE,1.16538740,1.499501e+02,1.747500e+02,5.323230e+04,"Oz","STEINLAGERS ALE"
"434", 7262010105,RANIER,DRAFT,REGULAR,RANIER,DRAFT,REGULAR,0.39314920,1.919362e+03,7.440400e+02,6.813734e+05,"Oz","RANIER DRAFT REGULAR"
"435", 7262010106,RANIER,DRAFT,LIGHT,C,RANIER,DRAFT,0.39882609,8.797075e+02,3.455600e+02,3.122962e+05,"Oz","RANIER DRAFT LIGHT C"
"436", 7272001431,CARLINGS,BLK,LABEL,R,CARLINGS,BLK,0.42185366,1.747219e+04,7.334670e+03,6.202628e+06,"Oz","CARLINGS BLK LABEL R"
"437", 7272001435,CARLINGS,BLK,LABEL,R,CARLINGS,BLK,0.37261227,1.295569e+03,4.750300e+02,4.599271e+05,"Oz","CARLINGS BLK LABEL R"
"438", 7278300100,ANCHOR,STEAM,BEER,NR,ANCHOR,STEAM,1.13962500,1.104833e+04,1.250336e+04,3.922156e+06,"Oz","ANCHOR STEAM BEER NR"
"439", 7278300200,ANCHOR,PORTER,ANCHOR,PORTER,ANCHOR,PORTER,1.24353840,6.477846e+02,8.049200e+02,2.299635e+05,"Oz","ANCHOR PORTER"
"440", 7278300300,ANCHOR,STEAM,ALE,NR,ANCHOR,STEAM,1.20662920,1.139621e+03,1.351100e+03,4.045655e+05,"Oz","ANCHOR STEAM ALE NR"
"441", 7289000007,HEINEKEN,KINGSIZE,N.,HEINEKEN,KINGSIZE,N.,1.12415750,8.810950e+04,9.866922e+04,3.127887e+07,"Oz","HEINEKEN KINGSIZE N."
"442", 7289000011,HEINEKEN,BEER,N.R.BT,HEINEKEN,BEER,N.R.BT,1.05735390,1.339876e+06,1.358994e+06,4.756562e+08,"Oz","HEINEKEN BEER N.R.BT"
"443", 7289000012,HEINEKEN,DARK,BEER,N,HEINEKEN,DARK,1.01249050,6.008802e+04,5.903638e+04,2.133125e+07,"Oz","HEINEKEN DARK BEER N"
"444", 7289000016,HEINEKEN,NR,BTLS.,HEINEKEN,NR,BTLS.,1.02661990,9.668185e+05,9.219674e+05,3.432206e+08,"Oz","HEINEKEN NR BTLS."
"445", 7289000030,BUCKLER,NON,ALCOHOLI,BUCKLER,NON,ALCOHOLI,0.86740398,1.188805e+04,1.012210e+04,4.220257e+06,"Oz","BUCKLER NON ALCOHOLI"
"446", 7289000059,AMSTEL,BIER,AMSTEL,BIER,AMSTEL,BIER,0.99866527,6.597806e+01,6.589000e+01,2.342221e+04,"Oz","AMSTEL BIER"
"447", 7289010011,AMSTEL,LIGHT,BEER,NR,AMSTEL,LIGHT,1.04689750,3.095391e+05,3.174598e+05,1.098864e+08,"Oz","AMSTEL LIGHT BEER NR"
"448", 7289010016,AMSTEL,LIGHT,BEER,NR,AMSTEL,LIGHT,1.00749370,1.945273e+05,1.858425e+05,6.905720e+07,"Oz","AMSTEL LIGHT BEER NR"
"449", 7336010122,WINDY,CITY,ALE,NR,6P,WINDY,0.87321788,2.801069e+03,2.429430e+03,9.943794e+05,"Oz","WINDY CITY ALE NR 6P"
"450", 7336011107,OLD,STYLE,DRAFT,LNNR,OLD,STYLE,0.62086827,5.890041e+03,3.592780e+03,2.090965e+06,"Oz","OLD STYLE DRAFT LNNR"
"451", 7336011110,OLD,STYLE,DRAFT,OLD,STYLE,DRAFT,0.61707890,7.653455e+03,4.708330e+03,2.716977e+06,"Oz","OLD STYLE DRAFT"
"452", 7336011112,OLD,STYLE,DRAFT,OLD,STYLE,DRAFT,0.51189196,1.719028e+04,8.450490e+03,6.102551e+06,"Oz","OLD STYLE DRAFT"
